"Bellini";"https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg";"Pour peach purée into chilled flute, add sparkling wine. Stir gently."
"Bramble";"https://www.thecocktaildb.com/images/media/drink/twtbh51630406392.jpg";"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice."
"Balmoral";"https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg";"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
"Bluebird";"https://www.thecocktaildb.com/images/media/drink/5jhyd01582579843.jpg";"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry."
"Brooklyn";"https://www.thecocktaildb.com/images/media/drink/ojsezf1582477277.jpg";"Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass."
"Boomerang";"https://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg";"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry."
"Bora Bora";"https://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg";"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry."
"Barracuda";"https://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg";"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine."
"Buccaneer";"https://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg";"Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently"
"Brigadier";"https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg";"Mix ingredients in a warmed mug and stir."
"Broadside";"https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg";"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!"
"Blackthorn";"https://www.thecocktaildb.com/images/media/drink/dgj92f1616098672.jpg";"Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve."
"Bob Marley";"https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg";"Layer in a 2 oz shot glass or pony glass"
"Bumble Bee";"https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg";"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!"
"Bubble Gum";"https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg";"Layer in order into a shot glass."
"Bible Belt";"https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg";"Mix all ingredients, and pour over ice."
"Brain Fart";"https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg";"Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold."
"Bloody Mary";"https://www.thecocktaildb.com/images/media/drink/t6caa21582485702.jpg";"Stirring gently, pour all ingredients into highball glass. Garnish."
"Blue Lagoon";"https://www.thecocktaildb.com/images/media/drink/5wm4zo1582579154.jpg";"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve."
"Boston Sour";"https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg";"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve."
"Casino";"https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg";"Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw."
"Caipirinha";"https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg";"Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça."
"Cherry Rum";"https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg";"Shake all ingredients with ice, strain into a cocktail glass, and serve."
"Cuba Libre";"https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg";"Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge."
"Cuba Libra";"https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg";"Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!"
"Cafe Savoy";"https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg";"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir."
"Cream Soda";"https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg";"Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale."
"Corn n Oil";"https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg";"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw."
"Casa Blanca";"https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg";"Shake all ingredients with ice, strain into a cocktail glass, and serve."
"Clover Club";"https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg";"Dry shake ingredients to emulsify, add ice, shake and served straight up."
"Citrus Coke";"https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg";"Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!"
"Chicago Fizz";"https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg";"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
"City Slicker";"https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg";"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
"Coffee-Vodka";"https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg";"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
"Caipirissima";"https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg";"Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!"
"Campari Beer";"https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg";"Use a 15 oz glass. Add Campari first. Fill with beer."
"Cosmopolitan";"https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg";"Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel."
"Casino Royale";"https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg";"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
"Clove Cocktail";"https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg";"Stir all ingredients with ice, strain into a cocktail glass, and serve."
"Coffee Liqueur";"https://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg";"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
"Chocolate Milk";"https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg";"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
"Coke and Drops";"https://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg";"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
"Corpse Reviver";"https://www.thecocktaildb.com/images/media/drink/gifgao1513704334.jpg";"Shake, strain, straight up, cocktail glass rinsed with absinthe
"
"Chocolate Drink";"https://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg";"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
"Creme de Menthe";"https://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg";"Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month."
"Derby";"https://www.thecocktaildb.com/images/media/drink/52weey1606772672.jpg";"Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink."
"Diesel";"https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg";"Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness."
"Daiquiri";"https://www.thecocktaildb.com/images/media/drink/mrz9091589574515.jpg";"Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass."
"Danbooka";"https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg";"pour it in and mix it."
"Dragonfly";"https://www.thecocktaildb.com/images/media/drink/uc63bh1582483589.jpg";"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge."
"Downshift";"https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg";"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional."
"Dry Rob Roy";"https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg";"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
"Dry Martini";"https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg";"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
"Dirty Nipple";"https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg";"This is a layered shot - the Bailey's must be on top"
"Dirty Martini";"https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg";"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."
"Darkwood Sling";"https://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg";"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes."
"Dark Caipirinha";"https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg";"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well."
"Duchamp's Punch";"https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg";"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs"
"Dark and Stormy";"https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg";"In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge."
"Damned if you do";"https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg";"Pour into shot glass. Put in mouth. Repeat as deemed necessary."
"Dubonnet Cocktail";"https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg";"Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve."
"Drinking Chocolate";"https://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg";"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug."
"Death in the Afternoon";"https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg";"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect."
"Egg Cream";"https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg";"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw."
"Egg Nog #4";"https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg";"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups."
"English Highball";"https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg";"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
"Espresso Martini";"https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg";"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass"
"Espresso Rumtini";"https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg";"Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans"
"Egg Nog - Healthy";"https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg";"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings."
"English Rose Cocktail";"https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg";"Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve."
"Elderflower Caipirinha";"https://www.thecocktaildb.com/images/media/drink/dif7a31614006331.jpg";"Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!"
"Egg-Nog - Classic Cooked";"https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg";"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately."
"Empellón Cocina's Fat-Washed Mezcal";"https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg";"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture."
"Frosé";"https://www.thecocktaildb.com/images/media/drink/b4cadp1619695347.jpg";"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead."
"Frappé";"https://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg";"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing."
"Foxy Lady";"https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg";"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
"French 75";"https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg";"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently."
"Frisco Sour";"https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg";"Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve."
"Fruit Shake";"https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg";"Blend til smooth."
"Figgy Thyme";"https://www.thecocktaildb.com/images/media/drink/pbw4e51606766578.jpg";"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme."
"Fruit Cooler";"https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg";"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve."
"Freddy Kruger";"https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg";"make it an ample size shot!!"
"Fuzzy Asshole";"https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg";"fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot."
"Funk and Soul";"https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg";"Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste."
"French Martini";"https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg";"Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink."
"French Negroni";"https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg";"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist."
"Flying Dutchman";"https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg";"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well."
"Frozen Daiquiri";"https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg";"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve."
"Fruit Flip-Flop";"https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg";"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
"Fahrenheit 5000";"https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg";"Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar."
"Flying Scotchman";"https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg";"Shake all ingredients with ice, strain into a cocktail glass, and serve."
"French Connection";"https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg";"Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently."
"Flaming Dr. Pepper";"https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg";"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer"
"Flander's Flake-Out";"https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg";"Bang 'em both in."
"Flaming Lamborghini";"https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg";"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!"
"Frozen Mint Daiquiri";"https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg";"Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve."
"Frozen Pineapple Daiquiri";"https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg";"Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve."
